mean_branch_length_nuc	median_branch_length_nuc	mean_branch_length_pro	media_branch_length_pro	Human_snp_per_gene	Chimp_snp_per_gene	Gorilla_snp_per_gene	Mouse_snp_per_gene	Dog_snp_per_gene	Human_BL	Chimp_BL	Gorilla_BL	Mouse_BL	Dog_BL	Alignment_length	hg18Length	Hg19Length	hg38Length	mouseGRCm38Length	dogCF3_1Length	human_chrom	Human_singleton	Human_deNove	Human_de_nove_event
SCAF11	0.0266604686647059	0.0079968568	0.0423688679481283	0.0145735659	0.0206983441324694	0.00899928005759539	0.00215982721382289	0.00742287172349803	0.00236686390532544	0.0016799129	0.0016819785	0.0029107341	0.053088088	0.0346302046	4380	5556	5556	4319	4311	845	12	0.00953923686105112	0	0
SCAF4	0.0166154195759563	0.0050821993	0.0115104538120219	0.0038473897	0.0256613756613757	0.00555555555555556	0.000793650793650794	0.00582131106049101	0.00434467776973208	0.0012283367	3.0847e-06	0.0020926567	0.0309957292	0.01509038	3273	3780	3780	3813	3951	1381	21	0.0166666666666667	0	0
SCAI	0.011478797444	0.003563081	0.00151215853714286	2.7019e-06	0.0145474137931034	0.00484913793103448	0.00161637931034483	0.000616903146206046	0.00572246065808298	0.0011738685	0.0011728574	0.0032711618	0.009487081	0.0151437232	1722	1856	1856	1775	1621	699	9	0.00969827586206897	0	0
SCAMP1	0.0122161299848649	0.0039854253	0.00519855998702703	2.4464e-06	0.010062893081761	0.0050314465408805	0.00251572327044025	0.00700116686114352	0.0104895104895105	0.0031386218	3.0974e-06	2.817e-06	0.041425129	0.0142417079	1014	795	795	795	857	286	5	0.00754716981132075	0	0
SCAMP2	0.0202783464349727	0.0084208698	0.0227636848027322	0.0074926702	0.0303347280334728	0.0115062761506276	0.00418410041841004	0.00323624595469256	0.0072289156626506	0.0010224943	0.0010233942	0.0010309667	0.0301833096	0.0339378218	984	956	956	927	927	415	15	0.0146443514644351	0	0
SCAPER	0.0186886890462428	0.0065624425	0.0168903630624277	0.0071645074	0.0200318688823128	0.00728431595720464	0.0025039836102891	0.0039148519696599	0.0072609923356192	0.0009856243	0.0007182827	NA	0.0287632496	0.0443412468	4197	4393	4393	4393	4087	2479	15	0.0113817436831323	0.000227634873662645	1
SCARA3	0.0221424419989305	0.0084544855	0.0193096009454545	0.007341718	0.0293685756240822	0.0110132158590308	0.00954478707782672	0.00627615062761506	0.0213903743315508	0.0045361388	0.0005477207	0.0071989986	0.0204596168	0.0386939181	1818	1362	1362	1410	1434	187	8	0.0176211453744493	0	0
SCARB1	0.038929908059893	0.0157248429	0.0411368750149733	0.0143521728	0.0332446808510638	0.00731382978723404	0.00598404255319149	0.00427350427350427	0.0109519797809604	0.0047808041	0.0009415594	0.0009412604	0.0626316566	0.0528916578	1278	1504	1504	1404	1404	1187	12	0.019281914893617	0	0
SCARB2	0.0220399504793296	0.0080149541	0.0288786986173184	0.0143322673	0.0185042405551272	0.0046260601387818	0.00693909020817271	0.0078064012490242	0.0104166666666667	0.001424054	0.0021458899	0.0030969491	0.0460969663	0.0412280527	1434	1297	1297	1281	1281	672	4	0.00693909020817271	0	0
SCEL	0.0254799951179191	0.0104031492	0.0371093347687861	0.0155426081	0.0304494925084582	0.0169163847269212	0.00241662638956017	0.0178480367159612	0	0.0059075009	0.0022232957	0.0031223453	0.0557112576	0.0373589596	1932	2069	2069	2069	1961	164	13	0.0173997100048333	0	0
SCFD1	0.0107031601372973	0.0035788826	0.00332937745243243	2.7911e-06	0.0210084033613445	0.00472689075630252	0.00262605042016807	0.00813449023861171	0.00098135426889107	2.8722e-06	2.78e-06	0.002875902	0.013382114	0.0157954765	1899	1904	1904	1903	1844	1019	14	0.0126050420168067	0	0
SCG3	0.0184062284459893	0.006078082	0.0169816817716578	0.006552298	0.027363184079602	0.0066334991708126	0.000829187396351575	0.0033167495854063	0.0106951871657754	0.001582781	2.3946e-06	0.0017112455	0.0340302906	0.0164295936	1413	1206	1206	1206	1206	374	15	0.0174129353233831	0	0
SCGN	0.0273640452567251	0.0092268316	0.0280098539450292	0.0096558673	0.0300842358604091	0.0144404332129964	0.00240673886883273	0.00806451612903226	0.00795228628230616	0.0038844605	0.0012905232	0.0025946623	0.0369124067	0.0633098842	828	831	831	620	620	503	6	0.0120336943441637	0	0
SCIN	0.0236114563437838	0.0085063779	0.0286071459783784	0.010625118	0.044997606510292	0.0110100526567736	0.00765916706558162	0.0115321252059308	0.00834202294056309	0.0041019131	0.001415666	0.0047087106	0.0231444919	0.0346992191	2145	2089	2089	1821	1821	959	7	0.0234561991383437	0	0
SCLT1	0.023936954598324	0.0077453873	0.0355186152089386	0.0109257326	0.0269035532994924	0.0106598984771574	0.00304568527918782	0.00862944162436548	0.00868055555555556	0.0010221813	0.0005200409	NA	0.0290660557	0.0300144222	2007	1970	1970	1982	1970	1152	4	0.0152284263959391	0	0
SCLY	0.0367381928167568	0.0161597882	0.0362645038864865	0.0180967217	0.0427892234548336	0.0103011093502377	0.0063391442155309	0.0131964809384164	0.0140625	0.0048918928	0.0032243775	0.0063709684	0.0337067718	0.0565199744	1233	1262	1262	1095	1364	640	2	0.0229793977812995	0	0
SCMH1	0.0115331933218579	0.004614134	0.00812796313224044	0.0035019361	0.0189753320683112	0.00759013282732448	0.00332068311195446	0.0030060120240481	0.00421052631578947	0.0010992769	2.1617e-06	0.0010900588	0.0183889452	0.0145214433	1857	2108	2108	1985	1996	950	1	0.0104364326375712	0	0
SCML4	0.0236167605432432	0.0095324042	0.0264572780654054	0.0093997249	0.0356643356643357	0.0125874125874126	0.00629370629370629	0.0153349475383374	0.00769230769230769	0.0026756183	0.0024175749	0.0040342999	0.0556634125	0.0301786671	1242	1430	1430	1283	1239	130	6	0.0174825174825175	0	0
SCN1A	0.0140181111743017	0.0061266934	0.0089730756698324	0.0036394249	0.0169463907446635	0.00684373472380642	0.00244419097278801	0.00382678751258812	0.00645729380686821	0.002162596	0.0005059853	0.0024877895	0.0268953128	0.0200329757	6027	6137	6137	6127	4965	3407	2	0.0107544402802672	0.000162946064852534	1
SCN3A	0.0140041491415301	0.0061159393	0.0103720966814208	0.0045122613	0.0185990700464977	0.00554972251387431	0.00209989500524974	0.00787560581583199	0.00506103006847276	0.0016767748	2.08e-06	0.0020863028	0.0281364488	0.0205277008	6000	6667	6667	4949	4952	3359	2	0.0112494375281236	0	0
SCN3B	0.0173653292641711	0.0078471627	0.0137201808272727	2.6661e-06	0.0292682926829268	0.0113821138211382	0.0048780487804878	0.0114942528735632	0.00442477876106195	0.0015846768	0.0015162664	0.0015346316	0.0176695969	0.0306367481	645	615	615	615	609	226	11	0.0178861788617886	0	0
SCN7A	0.0229898345365714	0.009494238	0.0399336978222857	0.0172150082	0.0292397660818713	0.0111111111111111	0.00721247563352826	0.0145145145145145	0.0103014116749332	0.0035235179	0.0008181281	0.0037351356	0.0470654585	0.0321581764	5031	5130	5130	3996	3996	2621	2	0.0146198830409357	0	0
SCN8A	0.0162034426087432	0.0056211208	0.00820042453442623	0.0016136941	0.0149449827557891	0.00410576449334866	0.000821152898669732	0.0060790273556231	0.0034983853606028	0.0011876345	0.0001785412	0.0045213787	0.0368632347	0.0148805479	5940	6089	6089	4941	4935	3716	12	0.0095253736245689	0	0
SCNM1	0.0211845099135135	0.0074498899	0.0222088879832432	0.0087069675	0.0284431137724551	0.0029940119760479	0.00149700598802395	0.00476190476190476	0	0.0014726913	0.0014756788	0.0029483169	0.0381673877	0.0438408615	690	668	668	542	630	160	1	0.0149700598802395	0	0
SCPEP1	0.0266309563566845	0.010686907	0.033411957428877	0.0152406087	0.0248901903367496	0.0102489019033675	0.00439238653001464	0.0114754098360656	0.0169270833333333	0.0030435381	0.0015116134	0.00298529	0.0386144742	0.0303890477	1308	1366	1366	1220	1220	768	17	0.0146412884333821	0	0
SCRN1	0.0205834321227513	0.0081187221	0.0168831732169312	0.0061670096	0.0257589696412144	0.0119595216191352	0.00459981600735971	0.00962309542902967	0.010989010989011	0.0057751713	0.0024417177	0.0047111676	0.0388156904	0.0184010848	1242	1087	1087	1087	1247	182	7	0.0174793008279669	0	0
SCRN2	0.0250739924349206	0.0099031314	0.0272400095867725	0.0138641456	0.0426457789382071	0.0113141862489121	0.00783289817232376	0.00983020554066131	0.00842696629213483	0.0040349725	0.0008070085	0.000809973	0.0445526619	0.0614638615	1275	1149	1149	1142	1119	356	17	0.0234986945169713	0	0
SCRN3	0.0172345743915344	0.0053790628	0.0224881950037037	0.0082472534	0.0279206465833946	0.0132255694342395	0.00367376928728876	0.00183823529411765	0.0112359550561798	2.8887e-06	0.0024545689	0.0029467579	0.0488330783	0.0211616518	1260	1361	1361	1167	1088	356	2	0.0154298310066128	0	0
SCTR	0.0234823901055866	0.0090183319	0.0279279542793296	0.0131547174	0.0369369369369369	0.00990990990990991	0.0045045045045045	0.00977443609022556	0.0149892933618844	0.0035031606	0.0017408596	0.0048981788	0.0385932904	0.0394689647	1254	1110	1110	1160	1330	467	2	0.0153153153153153	0	0
SCUBE2	0.0184959255405714	0.007216103	0.0185296339725714	0.0082735925	0.0267761513745091	0.00963941449482328	0.00249910746162085	0.00647125999238675	0	0.0029562233	0.0018382044	0.0043577208	0.0329165965	0.0349400672	2949	2801	2801	2801	2627	52	11	0.0167797215280257	0	0
SCUBE3	0.0164933141632432	0.0057470098	0.0105210117410811	0.0046260044	0.0232155232155232	0.00415800415800416	0.00242550242550243	0.00957095709570957	0	0.0019476737	0.0010282394	0.0023857919	0.0348451186	0.0317187687	2895	2886	2886	2795	3030	109	6	0.0124740124740125	0	0
SCYL3	0.0302672155248677	0.0103211409	0.0350975618322751	0.0127074755	0.03199639477242	0.0103650292924741	0.00405588102748986	0.00817810086324398	0.00316455696202532	0.0032446177	0.0004628612	0.0027813125	0.0424809464	0.0508508849	2220	2219	2219	2231	2201	632	1	0.0162235241099594	0	0
SDC2	0.0225221844262032	0.0079455916	0.0206254169759358	0.0067502963	0.0466988727858293	0.0193236714975845	0.00483091787439614	0.012987012987013	0.0341113105924596	0.0038187261	0.0017255152	0.0017240359	0.0294373399	0.2908114958	603	621	621	538	385	557	8	0.0209339774557166	0	0
SDC4	0.0295821789939227	0.0118906315	0.0357242757331492	0.011657042	0.0285714285714286	0.0025974025974026	0.0103896103896104	0.0027027027027027	0.014792899408284	0.0066338783	0.0022256901	0.0035739787	0.0375157639	0.0462437168	594	385	385	385	370	338	20	0.0181818181818182	0	0
SDCCAG8	0.024255231878453	0.0089817497	0.035497475080663	0.0131664656	0.0324675324675325	0.0102040816326531	0.0023191094619666	0.0131455399061033	0.00804828973843058	0.0044587605	0.0043353617	0.0014491735	0.039349573	0.0507195546	2133	2156	2156	2263	2130	994	1	0.0185528756957328	0	0
SDE2	0.0386591893374332	0.0136409934	0.047903007655615	0.0190330908	0.0320901994796184	0.01040763226366	0	0.027027027027027	0.0254237288135593	0.0014870143	0.0007478653	0.0044788937	0.0620543308	0.1103170947	1359	1153	1153	1187	1147	118	1	0.0190806591500434	0	0
SDR16C5	0.0394194383095238	0.0186685928	0.0594896979619048	0.032290145	0.0210631895687061	0.0120361083249749	0.00601805416248746	0.00470588235294118	0.00431034482758621	2.9854e-06	0.0012562952	0.0047077555	0.0504912699	0.0406374147	879	997	997	997	850	232	8	0.0160481444332999	0	0
SDR39U1	0.021375790773262	0.0085866624	0.0204047184983957	0.0085405439	0.0341328413284133	0.00553505535055351	0	0.0153508771929825	0	0.0046635045	2.6699e-06	0.0023189884	0.0450709061	0.0492054098	882	1084	1084	536	456	83	14	0.0119926199261993	0	0
SEC11A	0.0126300578153439	0.0052237545	0.00269391994708995	0	0.0101867572156197	0	0	0	0.0181818181818182	0.0025632426	3.038e-06	0.0241569258	0.0170577922	0.0120112872	537	589	589	476	438	110	15	0.00848896434634975	0	0
SEC11C	0.0148472047687831	0.0059233798	0.00546286420740741	2.2661e-06	0.0182648401826484	0.0045662100456621	0.00228310502283105	0.00228310502283105	0.00909090909090909	0.0054196653	3.3704e-06	2.4914e-06	0.0248076054	0.0241035923	576	438	438	497	438	110	18	0.0182648401826484	0	0
SEC14L1	0.0260376047812834	0.0105021163	0.0166266836828877	0.0068609618	0.0258780036968577	0.00878003696857671	0.00184842883548983	0.00480538202787122	0.00373134328358209	0.0020699524	0.0004493164	NA	0.0304196466	0.0381705812	2145	2164	2164	2081	2081	1608	17	0.0157116451016636	0	0
SEC14L2	0.0184069474636364	0.0055380698	0.0160522979299465	0.0071843165	0.0272638753651412	0.00778967867575463	0.00292112950340798	0.00973709834469328	0.0144694533762058	0.0032472005	0.0007907411	0.0016072819	0.0348614568	0.0292879873	1209	1027	1027	1027	1027	622	22	0.0194741966893866	0	0
SEC16B	0.0346126520410811	0.0143245483	0.0454151477448649	0.0195628036	0.0441839495040577	0.00751427712654043	0.00450856627592426	0.00761662964138369	0.0142857142857143	0.004999286	0.0003040829	0.0078289202	0.0437836397	0.0512386901	3177	3327	3327	3169	3151	1540	1	0.0198376916140667	0	0
SEC22A	0.0088989640839779	0.0035220764	0.00609158958950276	0.0037968535	0.0265111346765642	0.00424178154825027	0.00106044538706257	0.0121621621621622	0.0151515151515152	2.5673e-06	2.5673e-06	2.5673e-06	0.0193339215	0.0178767044	921	943	943	742	740	66	3	0.0190880169671262	0	0
SEC22C	0.0240500381839572	0.0074258148	0.0247056203080214	0.0089511981	0.022972972972973	0.00675675675675676	0.0027027027027027	0.00948509485094851	0.00727272727272727	0.0032401027	2.7107e-06	0.0033321848	0.0290196131	0.0268343711	909	740	740	738	738	275	3	0.0135135135135135	0	0
SEC23A	0.0118350874945946	0.0042708214	0.00127069345513514	2.2803e-06	0.0123558484349259	0.0057660626029654	0.00370675453047776	0.00671742051052396	0.0040045766590389	0.0018013658	0.0004463403	0.0018018693	0.0337104966	0.0169779823	2295	2428	2428	2301	2233	1748	14	0.00864909390444811	0	0
SEC23B	0.0166508807291005	0.005992982	0.00626349304074074	0.003380632	0.0228904847396768	0.00807899461400359	0.00359066427289048	0.00673249551166966	0.00748847926267281	2.7898e-06	0.0021969032	0.0026268929	0.0243913126	0.0221177806	2301	2228	2228	2228	2228	1736	20	0.0112208258527828	0	0
SEC23IP	0.021678479042623	0.0077940798	0.0201128760196721	0.0082420554	0.0279583875162549	0.00747724317295189	0.00357607282184655	0.00700466977985324	0.00615655233069481	0.0039753254	0.0016853909	0.001933979	0.04315579	0.0262675412	3000	3076	3076	3259	2998	1137	10	0.0172301690507152	0.000325097529258778	1
SEC24A	0.0154468630930481	0.0054506888	0.0159053739764706	0.0061244847	0.0228013029315961	0.00586319218241042	0.00228013029315961	0.00457366873570729	0.00254022015241321	0.0009249166	0.0018498902	0.0021686614	0.0332148537	0.0206388308	3273	3070	3070	3070	3061	1181	5	0.0149837133550489	0.000325732899022801	1
SEC24B	0.0241177066624309	0.0074784268	0.0200135698132597	0.0071155497	0.0211267605633803	0.00653923541247485	0.00251509054325956	0.0062721570766294	0.00293901542983101	0.0017590546	0.0005876463	0.0024295603	0.0455504798	0.0239119471	3630	3976	3976	3883	3667	1361	4	0.0120724346076459	0	0
SEC24C	0.0144298002	0.004848119	0.010392311142246	0.0042533626	0.0268435668003703	0.00308546744831842	0.00123418697932737	0.00368890255149093	0.00429447852760736	0.0037438737	0.0009266604	0.0021768455	0.0200155933	0.0226015603	3285	3241	3241	3241	3253	1630	10	0.0163529774760876	0.000308546744831842	1
SEC24D	0.0253855522743315	0.0091649345	0.0185537757716578	0.0077373199	0.0261396238444374	0.00924450111571565	0.00286898310487727	0.0116666666666667	0.00308451573103023	0.0029289904	0.00064802	0.003288043	0.0432744314	0.0259280657	3096	3137	3137	3002	3000	1621	4	0.0140261396238444	0	0
SEC31A	0.0189747993335135	0.0061526685	0.0161955856421622	0.0052677545	0.0213353413654618	0.0100401606425703	0.00326305220883534	0.0049902966454117	0.0038281582305402	0.0008960023	2.0673e-06	0.0029690842	0.0436801922	0.0230213278	3657	3984	3984	3487	3607	2351	4	0.0112951807228916	0	0
SEC31B	0.0265161390762162	0.0091604925	0.0361891551989189	0.0149691818	0.0326182779900088	0.0111666176902733	0.00587716720540699	0	0.010161662817552	0.0032464975	0.0006473383	0.0050915331	0.0515935833	0.0467083789	3534	3403	3403	3281	3330	2165	10	0.0193946517778431	0	0
SEC61A2	0.0137233176625668	0.0049048627	0.000245568664705882	0	0.0219092331768388	0.00625978090766823	0.000782472613458529	0.0056406124093473	0.00391644908616188	0.0039055361	0.0007071907	0.0017645367	0.0178260307	0.0148039939	1419	1278	1278	1237	1241	766	10	0.013302034428795	0	0
SEC62	0.0123640539572973	0.0037564024	0.00772965276	0.0035569993	0.0208488458674609	0.00297840655249442	0.00223380491437081	0.0026525198938992	0	2.6691e-06	2.7315e-06	2.6691e-06	0.0363006082	0.0140700046	1194	1343	1343	741	1131	263	3	0.0119136262099777	0	0
SEC63	0.0122662338062857	0.0041324923	0.006247843544	0.001899694	0.0161141804788214	0.00230202578268877	0.00184162062615101	0.00347394540942928	0.00572246065808298	0.0009021006	2.5626e-06	0.0010866131	0.0192050504	0.0152549943	2280	2172	2172	2015	2015	699	6	0.00736648250460405	0.000460405156537753	1
SECISBP2L	0.0180714549934426	0.0066553831	0.0151172341639344	0.004945722	0.0202458423716558	0.00506146059291396	0.00108459869848156	0.00539915156189742	0.00490998363338789	0.0012237351	0.0003177337	0.0009160282	0.0396309457	0.0181555735	3297	2766	2766	2599	2593	1222	15	0.0133767172812726	0	0
SEH1L	0.0129287232186441	0.0046341293	0.00644703689943503	0.0028423849	0.0197309417040359	0.00358744394618834	0.00358744394618834	0.00625651720542232	0.0024390243902439	0.0036308131	0.0008269497	2.6185e-06	0.0241850348	0.0109132261	1227	1115	1115	1019	959	410	18	0.0125560538116592	0	0
SEL1L	0.0193707043616216	0.0071058088	0.0125373621054054	0.0036535336	0.0212967345007099	0.00804543303360152	0.000946521533364884	0.00478468899521531	0.00348432055749129	0.0022581328	0.0008622626	0.0016424408	0.0244641591	0.0233043842	2382	2113	2113	2105	2090	1148	14	0.0127780407004259	0	0
SEL1L2	0.0175890659337143	0.0072798285	0.0227384841931429	0.0098489142	0.0262743037309511	0.00840777719390436	0.0126116657908565	0.00635256749602965	0.00488599348534202	0.0007017141	0.0007119946	0.0076140273	0.0233619307	0.0253694672	1533	1903	1903	1978	1889	1228	20	0.0152390961639517	0	0
SEL1L3	0.0230477752308108	0.0082529767	0.0221645973913514	0.0088808107	0.0300290603810139	0.00807232805941233	0.00516628995802389	0.0069052102950408	0.00914962325080732	0.0008394731	0.0006915793	0.0056629804	0.0284783609	0.0290560241	2937	3097	3097	3097	3186	1858	4	0.0174362286083306	0	0
SELL	0.0363205237081081	0.0122417186	0.0574473545124324	0.0229581327	0.0292772186642269	0.00640439158279963	0.00365965233302836	0.0142021720969089	0.0121951219512195	0.0046726772	0.0009314501	0.0037540558	0.1259636462	0.0550323079	1116	1093	1093	1131	1197	82	1	0.0137236962488564	0	0
SELP	0.0375358954362162	0.0132464048	0.0546661557254054	0.0193555736	0.0416499799759712	0.0172206647977573	0.00680816980376452	0.0143167028199566	0	0.0045964321	0.0044215138	0.0068300563	0.0548263241	0.0528952497	2304	2497	2497	2491	2305	91	1	0.0208249899879856	0	0
SEMA3A	0.0181975735367568	0.005386341	0.00824957399405405	0.0033081271	0.0259454705364996	0.00659630606860158	0.000439753737906772	0.00799543118218161	0.00246305418719212	0.0014400813	2.686e-06	NA	0.031702906	0.0460258443	2316	2274	2274	1748	1751	812	7	0.015391380826737	0	0
SEMA3C	0.0179596260349727	0.0058601015	0.0093010498431694	0.0036002568	0.0215331610680448	0.00645994832041344	0.00732127476313523	0.00531914893617021	0.0131868131868132	0.0013539014	0.0004506196	0.0022671418	0.0234578037	0.0308014889	2253	2322	2322	1880	1880	1365	7	0.0116279069767442	0	0
SEMA3D	0.0175051147402235	0.0052161168	0.0157942229536313	0.0054943765	0.0276745146633622	0.00991325898389095	0.00330441966129698	0.00925449871465296	0.00368098159509202	0.0025828569	2.3737e-06	0.0028698593	0.0268670267	0.0306544015	2331	2421	2421	1948	1945	815	7	0.0161090458488228	0	0
SEMA5A	0.030621287760355	0.0124306117	0.0170389696278107	0.0080067225	0.0430003233107016	0.0126091173617847	0.00517297122534756	0.0080509896008051	0.0151668351870576	0.0038298757	0.0011608998	0.0060687425	0.0233086094	0.0472475835	3219	3093	3093	2981	2981	989	5	0.0236016812156482	0	0
SEMA5B	0.023851770647027	0.009796249	0.0129468993848649	0.0066719366	0.0342446043165468	0.00805755395683453	0.00460431654676259	0.00550964187327824	0.00929752066115703	0.0053189778	0.0012025634	0.0068177861	0.0350382883	0.0614829213	3279	3475	3475	3470	3267	968	3	0.018705035971223	0	0
SEMA6A	0.0152322203010582	0.0065006074	0.00857816014973545	0.0035590934	0.0293633369923161	0.0104281009879254	0.00384193194291987	0.0043360433604336	0.00632911392405063	0.00096936	0.0012923697	0.0023136036	0.0169796089	0.0289728764	3141	3644	3644	2028	1845	474	5	0.0164654226125137	0	0
SEMA6D	0.017017351994709	0.0061682149	0.00842023051058201	0.0023304088	0.0280848521063639	0.00776815058261129	0.00478040035853003	0.00705645161290323	0.00210970464135021	0.0017076264	0.000435055	0.0025544047	0.0335437725	0.0228176072	3219	3347	3347	1863	1984	474	15	0.0197191514789364	0	0
SEMA7A	0.0274862854055866	0.0098616412	0.0302836478162011	0.0103898098	0.0262529832935561	0.00477326968973747	0.00238663484486874	0.00970285021224985	0.0100896860986547	0.0014844861	0.0050697799	0.0069790474	0.020389703	0.0414741198	1986	1676	1676	1680	1649	892	15	0.0184964200477327	0	0
SENP5	0.0196124579631016	0.0050788786	0.0249558795224599	0.00763778	0.0162565905096661	0.0140597539543058	0.00131810193321617	0.00921658986175115	0.0025062656641604	0.0008913148	0.0008960072	0.004484775	0.0345753406	0.0138340417	2262	2276	2276	2188	2170	399	3	0.00834797891036907	0	0
SENP7	0.0223573322391813	0.0079040412	0.0328842358491228	0.0115912393	0.0211764705882353	0.00705882352941176	0.00235294117647059	0.00783378746594005	0.00446428571428571	0.0020152485	0.000671476	0.0038671219	0.0435187915	0.025541029	3054	2975	2975	2986	2936	896	3	0.0114285714285714	0	0
SEPHS1	0.0177250808871658	0.0077258812	0.00259614500588235	2.2063e-06	0.0249520153550864	0.00767754318618042	0.000959692898272553	0.00287081339712919	0.00473186119873817	0.0017216337	2.471e-06	0.0042740362	0.0352130315	0.039743288	1176	1042	1042	1042	1045	634	10	0.0134357005758157	0	0
SEPT11	0.0169709909100529	0.0063243036	0.00138843008042328	2.1748e-06	0.0138036809815951	0.00153374233128834	0.00153374233128834	0.00700934579439252	0.0124555160142349	0.0008475137	2.3601e-06	0.0034018513	0.0384093006	0.0226715899	1248	1304	1304	1247	1284	562	4	0.0115030674846626	0	0
SEPT2	0.0205506685048128	0.0092439261	0.00536974272032086	2.5926e-06	0.0108024691358025	0.0100308641975309	0.00308641975308642	0.00300978179082017	0.016260162601626	0.0018200191	0.0018001061	0.002719406	0.0115019829	0.040169363	1083	1296	1296	1148	1329	369	2	0.00540123456790123	0	0
SEPT6	0.0148744157486631	0.0060741231	0.00326559590695187	2.1862e-06	0.0190543401552576	0.00705716302046577	0.00282286520818631	0.0016	0.00176991150442478	0.0016686222	0.000807867	0.0015396507	0.0252398757	0.027735109	1248	1417	1417	1312	1250	565	X	0.0148200423429781	0	0
SEPT7	0.00894803688469945	0.0032501996	0.00142404810546448	2.1058e-06	0.00768049155145929	0.00230414746543779	0.000768049155145929	0.00165562913907285	0.00464037122969838	0.0028171098	0.0008368361	NA	0.0136035032	0.0071667606	1251	1302	1302	1641	1208	431	7	0.00614439324116743	0	0
SERAC1	0.0269363524108108	0.0095300064	0.0242911034324324	0.008808431	0.0259671436142024	0.00529941706412295	0.00105988341282459	0.00397219463753724	0.00598802395209581	0.0041573011	2.984e-06	NA	0.034800613	0.0280447065	1962	1887	1887	1829	2014	501	6	0.0137784843667197	0	0
SERBP1	0.0106732676569061	0.0034383273	0.00407631633867403	2.6754e-06	0.0247561890472618	0	0.00300075018754689	0.00233463035019455	0.00327868852459016	2.2331e-06	2.2331e-06	0.0076235321	0.0146349006	0.0058915967	1221	1333	1333	857	1285	610	1	0.0202550637659415	0	0
SERINC1	0.0170218782122995	0.0058783204	0.00851350403743316	0.0032409399	0.0185341196293176	0.0075821398483572	0.0025273799494524	0.0050547598989048	0.00945626477541371	0.0007831223	0.0007740217	0.0026168892	0.0365210583	0.0318332545	1359	1187	1187	1187	1187	423	6	0.0134793597304128	0	0
SERINC3	0.0267905480677249	0.0091516184	0.0449938915857143	0.0175838465	0.0225193525686137	0.00351864883884588	0.00281491907107671	0.0104754230459307	0.00223713646532438	0.0025037348	0.0027606496	0.0036297435	0.0282034684	0.0354032356	1419	1421	1421	1421	1241	447	20	0.0147783251231527	0	0
SERINC5	0.0287731018740541	0.0119158588	0.027967837107027	0.0107369342	0.0285918513223731	0.0114367405289492	0.00643316654753395	0.0107084019769358	0.00775193798449612	0.0036092625	0.0024281431	0.003760521	0.0510170067	0.0344861675	1356	1399	1399	1211	1214	387	5	0.0157255182273052	0	0
SERPINA11	0.0375344776577143	0.0129039887	0.0487699280874286	0.0166797068	0.0337078651685393	0.00936329588014981	0.00655430711610487	0.00837988826815642	0.00464396284829721	NA	NA	NA	0.0335040408	0.0483577892	1266	1068	1068	1068	1074	646	14	0.0224719101123595	0	0
SERPINB10	0.0297266144822485	0.0119612952	0.0427784419940828	0.0188931384	0.0451127819548872	0.0162907268170426	0.006265664160401	0.00530503978779841	0.0122137404580153	0.0050166091	0.0016788406	NA	0.0412638884	0.056683947	1191	798	798	798	754	655	18	0.0150375939849624	0	0
SERPINB2	0.0303328322142857	0.0139092928	0.0407752389698413	0.0197671483	0.039906103286385	0.00938967136150235	0.00352112676056338	0.0246478873239437	0.0178817056396149	0.0057398964	0.0024420685	0.0048994197	0.0360089292	0.0674580401	1245	852	852	852	852	727	18	0.0234741784037559	0	0
SERPINB5	0.0202376898910053	0.0075817605	0.0163493248687831	0.006725326	0.0308641975308642	0.00864197530864197	0.00617283950617284	0.00815217391304348	0.0117924528301887	0.0018773797	2.951e-06	0.0055996834	0.0236427133	0.0330228452	1125	810	810	1254	736	424	18	0.0160493827160494	0	0
SERPINB7	0.0358446389524862	0.0167813002	0.0494467809624309	0.0218325616	0.0399666944213156	0.00999167360532889	0.00249791840133222	0.00656167979002625	0.00807754442649435	0.0035674044	0.0008905072	0.0063126308	0.0337967388	0.0397390405	1140	1201	1201	762	762	619	18	0.0249791840133222	0	0
SERPINC1	0.0298652658043243	0.0111288896	0.0327724036772973	0.0128565722	0.0271877655055225	0.00509770603228547	0.00169923534409516	0.0135593220338983	0.0122199592668024	0.0033192944	0.0008217659	0.0051448378	0.0352448538	0.0596781128	1395	1177	1177	1177	1180	982	1	0.016142735768904	0	0
SERPINF1	0.0243647846703704	0.0101106467	0.0228064819619048	0.0106018668	0.0450781968721251	0.0137994480220791	0.0101195952161914	0.0146412884333821	0.00731707317073171	0.0065144621	2.7062e-06	0.0081923823	0.037634148	0.0428262754	1254	1087	1087	1005	1366	410	17	0.0174793008279669	0	0
SERPINF2	0.0318360852794595	0.0130769753	0.0411787237167568	0.0189642347	0.0375469336670839	0.00876095118898623	0.00375469336670839	0.00374882849109653	0.00196463654223969	0.0015411455	0.0030990126	0.0031177791	0.0500190055	0.0398996532	1473	1598	1598	1077	1067	509	17	0.0193992490613267	0	0
SESN1	0.0135232333253968	0.0039550228	0.00967090587777778	0.0028159152	0.0177595628415301	0.00478142076502732	0.00204918032786885	0.00387596899224806	0.000968992248062015	0.0012580093	0.0008797832	0.0026489974	0.0359696725	0.0354542821	1653	1464	1464	1290	1290	1032	6	0.0102459016393443	0	0
